ISIN;Description;Ccy;Price;Issuer;Industry Sector;Maturity;Coupon;Rating;PD 1YR;Outstanding Amount;Callable;Next Call Date;Seniority;Coupon Frequency;Coupon Type;First Coupon Date;Penultimate Coupon Date;Issue date;Bid Price;Ask Price
XS1428773763;ASSGEN 5 06/08/48;EUR;105.4944;GENERALI;Financial;08/06/2048;5;BBB+;6.64834E-07;850000000;Y;08/06/2028;Subordinated;1;VARIABLE;08/06/2017;08/03/2048;08/06/2016;105.316;105.672
FR0013182847;AIFP 1 ¼ 06/13/28;EUR;97.6016;AIR LIQUIDE FINANCE;Basic Materials;13/06/2028;1.25;A;0.010105715;1000000000;Y;13/03/2028;Sr Unsecured;1;FIXED;13/06/2017;13/06/2027;13/06/2016;97.408;97.795
XS1446746189;PEP 0 ⅞ 07/18/28;EUR;95.741;PEPSICO INC;Consumer, Non-cyclical;18/07/2028;0.875;A+;2.5576E-06;750000000;Y;18/04/2028;Sr Unsecured;1;FIXED;18/07/2017;18/07/2027;18/07/2016;95.596;95.886
XS1463101680;VOD 1.6 07/29/31;EUR;92.36;VODAFONE GROUP PLC;Communications;29/07/2031;1.6;BBB;0.000445526;860001000;N;;Sr Unsecured;1;FIXED;29/07/2017;29/07/2030;29/07/2016;92.149;92.572
XS1463043973;WFC 1 02/02/27;EUR;98.19437;WELLS FARGO & COMPANY;Financial;02/02/2027;1;A;0.000286223;2000000000;N;;Sr Unsecured;1;FIXED;02/02/2017;02/02/2026;02/08/2016;98.132;98.257
XS1470601656;BNP 2 ¼ 01/11/27;EUR;99.726;BNP PARIBAS;Financial;11/01/2027;2.25;BBB+;0.000632394;1020000000;N;;Subordinated;1;FIXED;11/01/2017;11/01/2026;11/08/2016;99.655;99.797
XS1485643610;KO 1.1 09/02/36;EUR;79.0146;COCA-COLA CO/THE;Consumer, Non-cyclical;02/09/2036;1.1;A+;6.77015E-08;500000000;N;;Sr Unsecured;1;FIXED;02/09/2017;02/09/2035;02/09/2016;78.724;79.306
DE000A185QB3;EVKGR 0 ¾ 09/07/28;EUR;95.158;EVONIK INDUSTRIES AG;Basic Materials;07/09/2028;0.75;BBB;0.000434528;500000000;Y;07/06/2028;Sr Unsecured;1;FIXED;07/09/2017;07/09/2027;07/09/2016;94.946;95.369
FR0013201134;DGFP 0 ¾ 09/09/28;EUR;94.92271;COFIROUTE SA;Consumer, Non-cyclical;09/09/2028;0.75;NR;0.006323982;650000000;N;;Sr Unsecured;1;FIXED;09/09/2017;09/09/2027;09/09/2016;94.808;95.037
XS1485533431;KPN 1 ⅛ 09/11/28;EUR;95.982;KONINKLIJKE KPN NV;Communications;11/09/2028;1.125;BBB;1.5647E-06;625000000;Y;11/06/2028;Sr Unsecured;1;FIXED;11/09/2017;11/09/2027;09/09/2016;95.821;96.142
XS1405775534;TMO 1 ⅜ 09/12/28;EUR;96.825;THERMO FISHER SCIENTIFIC;Consumer, Non-cyclical;12/09/2028;1.375;A-;3.83619E-05;600000000;Y;12/06/2028;Sr Unsecured;1;FIXED;12/09/2017;12/09/2027;12/09/2016;96.684;96.965
FR0013201639;SANFP 0 ½ 01/13/27;EUR;97.907;SANOFI SA;Consumer, Non-cyclical;13/01/2027;0.5;AA-;2.18798E-05;1150000000;Y;13/10/2026;Sr Unsecured;1;FIXED;13/01/2017;13/01/2026;13/09/2016;97.83;97.984
XS1485603747;APTV 1.6 09/15/28;EUR;97.524;APTIV SWISS HOLDINGS LTD;Consumer, Cyclical;15/09/2028;1.6;BBB;0.000258509;500000000;Y;15/06/2028;Sr Unsecured;1;FIXED;15/09/2017;15/09/2027;15/09/2016;97.378;97.67
XS1492825481;NOVNVX 0 ⅝ 09/20/28;EUR;95.112;NOVARTIS FINANCE SA;Consumer, Non-cyclical;20/09/2028;0.625;AA-;1.31566E-06;500000000;N;;Sr Unsecured;1;FIXED;20/09/2017;20/09/2027;20/09/2016;94.92;95.304
FR0013203734;ACAFP 4 ¾ 09/27/48;EUR;104.589;CREDIT AGRICOLE ASSRNCES;Financial;27/09/2048;4.75;NR;0.001735407;1000000000;Y;27/09/2028;Subordinated;1;VARIABLE;27/09/2017;27/09/2047;27/09/2016;104.338;104.84
XS1492580516;SLHNVX 4 ½ PERP;EUR;102.889;ELM BV (SWISS LIFE);Financial;;4.5;NR;2.0393E-07;600000000;Y;19/05/2027;Subordinated;1;VARIABLE;19/05/2017;;27/09/2016;102.597;103.182
FR0013203825;LIFP 1 ¼ 09/29/31;EUR;90.123;KLEPIERRE SA;Financial;29/09/2031;1.25;A-;2.73016E-05;600000000;Y;29/06/2031;Sr Unsecured;1;FIXED;29/09/2017;29/09/2030;29/09/2016;89.897;90.349
FR0013205069;GFCFP 1 01/30/29;EUR;94.88685;GECINA;Financial;30/01/2029;1;A-;0.000165878;500000000;Y;30/10/2028;Sr Unsecured;1;FIXED;30/01/2017;30/01/2028;30/09/2016;94.719;95.055
FR0013210416;VIEFP 0.927 01/04/29;EUR;94.49424;VEOLIA ENVIRONNEMENT SA;Utilities;04/01/2029;0.927;BBB;0.000200524;500000000;Y;04/10/2028;Sr Unsecured;1;FIXED;04/01/2017;04/01/2028;04/10/2016;94.361;94.627
FR0013204468;BPCEGP 1 10/05/28;EUR;95.49501;BPCE SA;Financial;05/10/2028;1;A+;1.82924E-05;1000000000;N;;Sr Preferred;1;FIXED;05/10/2017;05/10/2027;05/10/2016;95.335;95.655
XS1499602289;BX 1 10/05/26;EUR;98.41224;BLACKSTONE HOLDINGS FINA;Financial;05/10/2026;1;NR;1.41591E-05;600000000;N;;Sr Unsecured;1;FIXED;05/10/2017;05/10/2025;05/10/2016;98.333;98.491
DE000A2BPA51;BASGR 0 ⅞ 10/06/31;EUR;89.154;BASF SE;Basic Materials;06/10/2031;0.875;A-;0.000440507;500000000;Y;06/07/2031;Sr Unsecured;1;FIXED;06/10/2017;06/10/2030;06/10/2016;88.85;89.457
XS1501367921;LXSGR 1 10/07/26;EUR;98.574;LANXESS AG;Basic Materials;07/10/2026;1;NR;0.003328192;500000000;Y;07/07/2026;Sr Unsecured;1;FIXED;07/10/2017;07/10/2025;07/10/2016;98.476;98.673
XS1503131713;TRNIM 1 10/11/28;EUR;95.5224;TERNA RETE ELETTRICA;Utilities;11/10/2028;1;BBB+;2.09814E-05;750000000;N;;Sr Unsecured;1;FIXED;11/10/2017;11/10/2027;11/10/2016;95.375;95.669
XS1505132602;SWFP 0 ¾ 04/14/27;EUR;98.176;SODEXO SA;Consumer, Cyclical;14/04/2027;0.75;BBB+;0.000685589;800000000;Y;14/01/2027;Sr Unsecured;1;FIXED;14/04/2017;14/04/2026;14/10/2016;98.069;98.283
XS1505554771;TELEFO 1.93 10/17/31;EUR;93.33887;TELEFONICA EMISIONES SAU;Communications;17/10/2031;1.93;BBB-;0.021357445;750000000;N;;Sr Unsecured;1;FIXED;17/10/2017;17/10/2030;17/10/2016;93.082;93.596
XS1506398244;WSTP 0 ⅞ 04/17/27;EUR;97.834;WESTPAC BANKING CORP;Financial;17/04/2027;0.875;AA-;3.51898E-05;500000000;N;;Sr Unsecured;1;FIXED;17/04/2017;17/04/2026;17/10/2016;97.762;97.907
XS1505896735;CRHID 1 ⅜ 10/18/28;EUR;96.11;CRH FINANCE DAC;Industrial;18/10/2028;1.375;BBB+;5.66045E-05;600000000;Y;18/07/2028;Sr Unsecured;1;FIXED;18/10/2017;18/10/2027;18/10/2016;95.995;96.225
FR0013213683;SANEFP 0.95 10/19/28;EUR;94.353;SANEF SA;Consumer, Non-cyclical;19/10/2028;0.95;BBB-;0.016819763;300000000;Y;19/07/2028;Sr Unsecured;1;FIXED;19/10/2017;19/10/2027;19/10/2016;94.071;94.634
XS1405767515;UPS 1 11/15/28;EUR;95.56079;UNITED PARCEL SERVICE;Industrial;15/11/2028;1;A;8.19937E-05;500000000;Y;15/08/2028;Sr Unsecured;1;FIXED;15/11/2017;15/11/2027;24/10/2016;95.431;95.69
XS1508450688;UCGIM 2 ⅛ 10/24/26;EUR;99.893;UNICREDIT SPA;Financial;24/10/2026;2.125;BBB+;0.000322889;1000000000;N;;Sr Preferred;1;FIXED;24/10/2017;24/10/2025;24/10/2016;99.832;99.954
XS1505573482;SRGIM 0 ⅞ 10/25/26;EUR;98.52081;SNAM SPA;Utilities;25/10/2026;0.875;BBB+;2.41679E-05;1250000000;N;;Sr Unsecured;1;FIXED;25/10/2017;25/10/2025;25/10/2016;98.464;98.578
XS1457608286;C 1 ½ 10/26/28;EUR;96.80774;CITIGROUP INC;Financial;26/10/2028;1.5;A-;0.000312288;1000000000;Y;26/07/2028;Sr Unsecured;1;FIXED;26/10/2017;26/10/2027;26/10/2016;96.699;96.916
XS1508831051;ENGSM 0 ¾ 10/27/26;EUR;98.35403;ENAGAS FINANCIACIONES SA;Utilities;27/10/2026;0.75;BBB+;1.61394E-05;500000000;Y;27/07/2026;Sr Unsecured;1;FIXED;27/10/2017;27/10/2025;27/10/2016;98.285;98.423
XS1511787589;MS 1 ⅜ 10/27/26;EUR;98.4115;MORGAN STANLEY;Financial;27/10/2026;1.375;A;2.70627E-05;1500000000;N;;Sr Unsecured;1;FIXED;27/10/2017;27/10/2025;27/10/2016;98.229;98.594
XS1405766624;VZ 1 ⅜ 11/02/28;EUR;96.208;VERIZON COMMUNICATIONS;Communications;02/11/2028;1.375;BBB+;0.000164108;1059958000;N;;Sr Unsecured;1;FIXED;02/11/2017;02/11/2027;02/11/2016;96.05;96.366
XS1512827095;MRLSM 1 ⅞ 11/02/26;EUR;99.425;MERLIN PROPERTIES SOCIMI;Financial;02/11/2026;1.875;BBB+;3.63482E-05;800000000;Y;02/08/2026;Sr Unsecured;1;FIXED;02/11/2017;02/11/2025;02/11/2016;99.366;99.483
XS1513062411;MRK 1 ⅜ 11/02/36;EUR;80.63282;MERCK & CO INC;Consumer, Non-cyclical;02/11/2036;1.375;A+;1.37989E-05;500000000;Y;02/08/2036;Sr Unsecured;1;FIXED;02/11/2017;02/11/2035;02/11/2016;80.371;80.894
FR0013216926;BNFP 1.208 11/03/28;EUR;95.969;DANONE SA;Consumer, Non-cyclical;03/11/2028;1.208;BBB+;1.13671E-06;1600000000;Y;03/08/2028;Sr Unsecured;1;FIXED;03/11/2017;03/11/2027;03/11/2016;95.866;96.073
FR0013217114;ORAFP 0 ⅞ 02/03/27;EUR;98.057;ORANGE SA;Communications;03/02/2027;0.875;BBB+;2.14239E-05;750000000;Y;03/11/2026;Sr Unsecured;1;FIXED;03/02/2017;03/02/2026;03/11/2016;97.995;98.12
XS1512677003;BFCM 1 ⅞ 11/04/26;EUR;99.358;BANQUE FED CRED MUTUEL;Financial;04/11/2026;1.875;BBB+;1.08678E-05;700000000;N;;Subordinated;1;FIXED;04/11/2017;04/11/2025;04/11/2016;99.282;99.434
XS1405765733;DOV 1 ¼ 11/09/26;EUR;98.7721;DOVER CORP;Industrial;09/11/2026;1.25;BBB+;8.65558E-06;600000000;Y;09/08/2026;Sr Unsecured;1;FIXED;09/11/2017;09/11/2025;09/11/2016;98.709;98.835
DE000A188WW1;BASGR 0 ¾ 11/10/26;EUR;98.642;BASF FINANCE EUROPE NV;Basic Materials;10/11/2026;0.75;A-;0.018848259;500000000;Y;10/08/2026;Sr Unsecured;1;FIXED;10/11/2017;10/11/2025;10/11/2016;98.546;98.738
ES0211845310;ABESM 1 02/27/27;EUR;98.373;ABERTIS INFRAESTRUCTURAS;Consumer, Non-cyclical;27/02/2027;1;BBB-;0.016819763;500000000;N;;Sr Unsecured;1;FIXED;27/02/2017;27/02/2026;17/11/2016;98.073;98.673
XS1520907814;ABBV 2 ⅛ 11/17/28;EUR;98.871;ABBVIE INC;Consumer, Non-cyclical;17/11/2028;2.125;A-;2.03341E-05;750000000;Y;17/08/2028;Sr Unsecured;1;FIXED;17/11/2017;17/11/2027;17/11/2016;98.775;98.966
XS1492458044;VTRS 3 ⅛ 11/22/28;EUR;100.0031;UTAH ACQUISITION SUB;Consumer, Non-cyclical;22/11/2028;3.125;BBB-;0.000970976;750000000;Y;22/08/2028;Sr Unsecured;1;FIXED;22/11/2017;22/11/2027;22/11/2016;99.856;100.15
FR0013220258;ARRFP 1 ¼ 01/06/27;EUR;98.6104;APRR SA;Consumer, Non-cyclical;06/01/2027;1.25;A-;0.011186382;500000000;Y;06/10/2026;Sr Unsecured;1;FIXED;06/01/2017;06/01/2026;28/11/2016;98.551;98.67
FR0013220266;ARRFP 1 ⅞ 01/06/31;EUR;94.70415;APRR SA;Consumer, Non-cyclical;06/01/2031;1.875;A-;0.011186382;500000000;Y;06/10/2030;Sr Unsecured;1;FIXED;06/01/2017;06/01/2030;28/11/2016;94.543;94.865
XS1527556192;ASML 1 ⅝ 05/28/27;EUR;98.853;ASML HOLDING NV;Technology;28/05/2027;1.625;A;9.22768E-08;750000000;Y;28/02/2027;Sr Unsecured;1;FIXED;28/05/2017;28/05/2026;30/11/2016;98.742;98.965
XS1528093799;ATOSTR 1 ¾ 02/01/27;EUR;99.13866;AUTOSTRADE PER L'ITALIA;Consumer, Non-cyclical;01/02/2027;1.75;BBB-;0.009300628;600000000;N;;Sr Unsecured;1;FIXED;01/02/2018;01/02/2026;01/12/2016;99.027;99.251
BE6334365713;ECLEAR 1 ⅛ 12/07/26;EUR;98.768;EUROCLEAR HOLDING SA;Financial;07/12/2026;1.125;AA-;0.001962336;600000000;N;;Sr Preferred;1;FIXED;07/12/2017;07/12/2025;07/12/2016;98.696;98.84
FR0013222494;ENFP 1 ⅜ 06/07/27;EUR;98.408;BOUYGUES SA;Industrial;07/06/2027;1.375;A-;3.58094E-05;1000000000;Y;07/03/2027;Sr Unsecured;1;FIXED;07/06/2017;07/06/2026;07/12/2016;98.322;98.493
XS1405762805;TKAAV 1 ½ 12/07/26;EUR;99.149;TELEKOM FINANZMANAGEMENT;Communications;07/12/2026;1.5;A-;2.47339E-05;750000000;Y;07/09/2026;Sr Unsecured;1;FIXED;07/12/2017;07/12/2025;07/12/2016;99.06;99.239
XS1528141788;GWOCN 1 ¾ 12/07/26;EUR;99.202;GREAT-WEST LIFECO INC;Financial;07/12/2026;1.75;A;6.60381E-08;500000000;N;;Sr Unsecured;1;FIXED;07/12/2017;07/12/2025;07/12/2016;99.125;99.278
XS1531347661;BDX 1.9 12/15/26;EUR;99.50743;BECTON DICKINSON & CO;Consumer, Non-cyclical;15/12/2026;1.9;BBB;1.17832E-05;500000000;Y;15/09/2026;Sr Unsecured;1;FIXED;15/12/2017;15/12/2025;09/12/2016;99.408;99.607
XS1532779748;ZBH 2.425 12/13/26;EUR;99.97238;ZIMMER BIOMET HOLDINGS;Consumer, Non-cyclical;13/12/2026;2.425;BBB;1.83175E-05;500000000;Y;13/09/2026;Sr Unsecured;1;FIXED;13/12/2017;13/12/2025;13/12/2016;99.885;100.06
XS1538284230;ACAFP 1 ⅞ 12/20/26;EUR;99.494;CREDIT AGRICOLE LONDON;Financial;20/12/2026;1.875;A-;0.000125365;1500000000;N;;Sr Non Preferred;1;FIXED;20/12/2017;20/12/2025;20/12/2016;99.429;99.559
DE000A2DAHN6;ALVGR 3.099 07/06/47;EUR;100.6063;ALLIANZ SE;Financial;06/07/2047;3.099;A+;4.75964E-06;1000000000;Y;06/07/2027;Subordinated;1;VARIABLE;06/07/2017;08/04/2047;13/01/2017;100.471;100.742
XS1548387593;BASGR 1.45 12/13/32;EUR;89.446;BASF SE;Basic Materials;13/12/2032;1.45;A-;0.000440507;300000000;Y;13/09/2032;Sr Unsecured;1;FIXED;13/12/2017;13/12/2031;13/01/2017;88.318;90.573
XS1550988643;NNGRNV 4 ⅝ 01/13/48;EUR;103.7255;NN GROUP NV;Financial;13/01/2048;4.625;BBB;1.1594E-06;850000000;Y;13/01/2028;Subordinated;1;VARIABLE;13/01/2018;13/10/2047;13/01/2017;103.416;104.036
DE000CZ40LW5;CMZB 4 03/30/27;EUR;102.105;COMMERZBANK AG;Financial;30/03/2027;4;BBB-;0.000516517;648900000;N;;Subordinated;1;FIXED;30/03/2018;30/03/2026;16/01/2017;101.951;102.259
FR0013231768;NK 1 ½ 01/15/27;EUR;98.269;IMERYS SA;Industrial;15/01/2027;1.5;BBB-;0.0010981;600000000;Y;15/10/2026;Sr Unsecured;1;FIXED;15/01/2018;15/01/2026;17/01/2017;98.188;98.349
XS1550951138;TELEFO 2.318 10/17/28;EUR;98.94253;TELEFONICA EMISIONES SAU;Communications;17/10/2028;2.318;BBB-;0.021357445;700000000;N;;Sr Unsecured;1;FIXED;17/10/2017;17/10/2027;17/01/2017;98.78;99.106
FR0013231099;DGFP 1 ¼ 01/18/27;EUR;98.636;AUTOROUTES DU SUD DE LA;Consumer, Non-cyclical;18/01/2027;1.25;A-;4.03887E-05;1000000000;Y;18/10/2026;Sr Unsecured;1;FIXED;18/01/2018;18/01/2026;18/01/2017;98.574;98.699
XS1551917591;IGIM 1 ⅝ 01/19/27;EUR;98.87974;ITALGAS SPA;Utilities;19/01/2027;1.625;BBB;3.11332E-05;750000000;N;;Sr Unsecured;1;FIXED;19/01/2018;19/01/2026;19/01/2017;98.815;98.944
FR0013232444;CCAMA 6 01/23/27;EUR;104.186;CAISSE NAT REASSURANCE;Financial;23/01/2027;6;NR;0.001619129;650000000;N;;Subordinated;1;FIXED;23/01/2018;23/01/2026;23/01/2017;104.034;104.339
DE000A19B8E2;ANNGR 1 ¾ 01/25/27;EUR;99.33;VONOVIA SE;Financial;25/01/2027;1.75;BBB+;0.001036135;500000000;N;;Sr Unsecured;1;FIXED;25/01/2018;25/01/2026;25/01/2017;99.256;99.404
XS1554373677;FREGR 2 ⅛ 02/01/27;EUR;99.567;FRESENIUS FIN IRELAND PL;Consumer, Non-cyclical;01/02/2027;2.125;BBB-;2.02554E-05;700000000;Y;01/11/2026;Sr Unsecured;1;FIXED;01/02/2018;01/02/2026;30/01/2017;99.495;99.64
XS1554373834;FREGR 3 01/30/32;EUR;98.968;FRESENIUS FIN IRELAND PL;Consumer, Non-cyclical;30/01/2032;3;BBB-;2.02554E-05;500000000;Y;30/10/2031;Sr Unsecured;1;FIXED;30/01/2018;30/01/2031;30/01/2017;98.711;99.225
XS1557095616;DT 1 ⅜ 01/30/27;EUR;98.841;DEUTSCHE TELEKOM INT FIN;Communications;30/01/2027;1.375;BBB+;0.021966191;938531000;N;;Sr Unsecured;1;FIXED;30/01/2018;30/01/2026;30/01/2017;98.75;98.932
FR0013236544;CMARK 3 ½ 02/09/29;EUR;101.558;CREDIT MUTUEL ARKEA;Financial;09/02/2029;3.5;BBB+;1.22381E-05;500000000;N;;Subordinated;1;FIXED;09/02/2018;09/02/2028;09/02/2017;101.396;101.72
XS1562614831;BBVASM 3 ½ 02/10/27;EUR;101.35;BANCO BILBAO VIZCAYA ARG;Financial;10/02/2027;3.5;BBB+;9.10572E-05;1000000000;N;;Subordinated;1;FIXED;10/02/2018;10/02/2026;10/02/2017;100.95;101.75
XS1566101603;UNANA 1 02/14/27;EUR;98.447;UNILEVER FINANCE;Consumer, Non-cyclical;14/02/2027;1;A+;7.01173E-07;600000000;N;;Sr Unsecured;1;FIXED;14/02/2018;14/02/2026;14/02/2017;98.374;98.52
FR0013238045;LIFP 1 ⅜ 02/16/27;EUR;98.785;KLEPIERRE SA;Financial;16/02/2027;1.375;A-;2.73016E-05;600000000;Y;16/11/2026;Sr Unsecured;1;FIXED;16/02/2018;16/02/2026;16/02/2017;98.699;98.872
XS1569845404;URWFP 1 ½ 02/22/28;EUR;97.91;UNIBAIL-RODAMCO-WESTFLD;Financial;22/02/2028;1.5;NR;0.008889247;600000000;N;;Sr Unsecured;1;FIXED;22/02/2018;22/02/2027;22/02/2017;97.777;98.042
XS1570260460;SMINLN 2 02/23/27;EUR;99.099;SMITHS GROUP PLC;Industrial;23/02/2027;2;BBB;3.77874E-07;650000000;Y;23/11/2026;Sr Unsecured;1;FIXED;23/02/2018;23/02/2026;23/02/2017;99.022;99.176
XS1574158082;PFE 1 03/06/27;EUR;98.284;PFIZER INC;Consumer, Non-cyclical;06/03/2027;1;A;8.61109E-05;750000000;Y;06/12/2026;Sr Unsecured;1;FIXED;06/03/2018;06/03/2026;06/03/2017;98.228;98.339
FR0013241346;AIFP 1 03/08/27;EUR;98.41761;AIR LIQUIDE FINANCE;Basic Materials;08/03/2027;1;A;0.010105715;600000000;Y;08/12/2026;Sr Unsecured;1;FIXED;08/03/2018;08/03/2026;08/03/2017;98.334;98.501
FR0013241676;ORAFP 1 ½ 09/09/27;EUR;98.21645;ORANGE SA;Communications;09/09/2027;1.5;BBB+;2.14239E-05;500000000;Y;09/06/2027;Sr Unsecured;1;FIXED;09/09/2017;09/09/2026;09/03/2017;98.105;98.328
XS1578127778;TMO 1.45 03/16/27;EUR;98.67801;THERMO FISHER SCIENTIFIC;Consumer, Non-cyclical;16/03/2027;1.45;A-;3.83619E-05;500000000;Y;16/12/2026;Sr Unsecured;1;FIXED;16/03/2018;16/03/2026;16/03/2017;98.603;98.753
XS1575992596;WKLNA 1 ½ 03/22/27;EUR;98.70051;WOLTERS KLUWER NV;Consumer, Non-cyclical;22/03/2027;1.5;NR;8.87712E-06;500000000;Y;22/12/2026;Sr Unsecured;1;FIXED;22/03/2018;22/03/2026;22/03/2017;98.624;98.777
XS1584122763;ESSITY 1 ⅝ 03/30/27;EUR;98.832;ESSITY AB;Consumer, Non-cyclical;30/03/2027;1.625;BBB+;4.90885E-07;500000000;Y;30/12/2026;Sr Unsecured;1;FIXED;30/03/2018;30/03/2026;27/03/2017;98.664;98.999
FR0013246733;VIEFP 1.496 11/30/26;EUR;99.098;VEOLIA ENVIRONNEMENT SA;Utilities;30/11/2026;1.496;BBB;0.000200524;650000000;Y;30/08/2026;Sr Unsecured;1;FIXED;30/11/2017;30/11/2025;30/03/2017;99.032;99.163
FR0013247202;EDENFP 1 ⅞ 03/30/27;EUR;99.31312;EDENRED SE;Consumer, Non-cyclical;30/03/2027;1.875;NR;0.000992738;500000000;Y;30/12/2026;Sr Unsecured;1;FIXED;30/03/2018;30/03/2026;30/03/2017;99.235;99.391
XS1586555945;VW 1 ⅞ 03/30/27;EUR;98.90855;VOLKSWAGEN INTL FIN NV;Consumer, Cyclical;30/03/2027;1.875;BBB+;0.042120067;2500000000;N;;Sr Unsecured;1;FIXED;30/03/2018;30/03/2026;30/03/2017;98.813;99.004
ES0224244089;MAPSM 4 ⅜ 03/31/47;EUR;102.2621;MAPFRE SA;Financial;31/03/2047;4.375;BBB-;1.19515E-05;600000000;Y;31/03/2027;Subordinated;1;VARIABLE;31/03/2018;31/12/2046;31/03/2017;102.018;102.506
XS1585010074;NOVNVX 1 ⅛ 09/30/27;EUR;97.78845;NOVARTIS FINANCE SA;Consumer, Non-cyclical;30/09/2027;1.125;AA-;1.31566E-06;600000000;Y;30/06/2027;Sr Unsecured;1;FIXED;30/09/2017;30/09/2026;31/03/2017;97.669;97.908
XS1587911451;BFCM 2 ⅝ 03/31/27;EUR;100.144;BANQUE FED CRED MUTUEL;Financial;31/03/2027;2.625;BBB+;1.08678E-05;500000000;N;;Subordinated;1;FIXED;31/03/2018;31/03/2026;31/03/2017;100.076;100.213
FR0013248523;VIEFP 1 ½ 04/03/29;EUR;95.84961;VEOLIA ENVIRONNEMENT SA;Utilities;03/04/2029;1.5;NR;0.000200524;700000000;Y;03/01/2029;Sr Unsecured;1;FIXED;03/04/2018;03/04/2028;03/04/2017;95.698;96.001
FR0013248721;KERFP 1 ½ 04/05/27;EUR;98.59916;KERING;Consumer, Cyclical;05/04/2027;1.5;NR;0.001163335;300000000;Y;05/01/2027;Sr Unsecured;1;FIXED;05/04/2018;05/04/2026;05/04/2017;98.515;98.683
XS1587893451;HELNSW 3 ⅜ 09/29/47;EUR;100.4077;ELM BV(HELVETIA SCHWEIZ);Financial;29/09/2047;3.375;NR;5.80647E-07;500000000;Y;29/09/2027;Subordinated;1;VARIABLE;29/09/2017;29/06/2047;11/04/2017;100.147;100.668
XS1596740453;MRDGF 2 ¼ 04/11/29;EUR;97.156;MADRILENA RED DE GAS FIN;Utilities;11/04/2029;2.25;BBB-;#N/A N/A;300000000;Y;11/01/2029;Sr Unsecured;1;FIXED;11/04/2018;11/04/2028;11/04/2017;96.862;97.451
FR0013252277;AKEFP 1 ½ 04/20/27;EUR;98.44826;ARKEMA;Basic Materials;20/04/2027;1.5;BBB+;0.001210346;900000000;Y;20/01/2027;Sr Unsecured;1;FIXED;20/04/2018;20/04/2026;20/04/2017;98.38;98.517
XS1603892149;MS 1 ⅞ 04/27/27;EUR;99.22911;MORGAN STANLEY;Financial;27/04/2027;1.875;A;2.70627E-05;2000000000;N;;Sr Unsecured;1;FIXED;27/04/2018;27/04/2026;27/04/2017;99.164;99.294
XS1821883102;NFLX 3 ⅝ 05/15/27;EUR;101.915;NETFLIX INC;Communications;15/05/2027;3.625;A-;6.46298E-07;1300000000;N;;Sr Unsecured;2;FIXED;15/11/2017;15/11/2026;02/05/2017;101.818;102.012
XS1605365193;ACAFP 1 ⅜ 05/03/27;EUR;98.516;CREDIT AGRICOLE LONDON;Financial;03/05/2027;1.375;A+;0.000125365;1500000000;N;;Sr Preferred;1;FIXED;03/05/2018;03/05/2026;03/05/2017;98.441;98.591
PTBSSLOM0002;BRCORO 2 ⅜ 05/10/27;EUR;100.087;BCR-BRISA CONCESSAO RODO;Consumer, Non-cyclical;10/05/2027;2.375;A;0.005608295;300000000;N;;1st lien;1;FIXED;10/05/2018;10/05/2026;10/05/2017;99.993;100.181
XS1612543121;GE 1 ½ 05/17/29;EUR;96.414;GENERAL ELECTRIC CO;Industrial;17/05/2029;1.5;A-;5.11829E-06;969116000;Y;17/02/2029;Sr Unsecured;1;FIXED;17/05/2018;17/05/2028;17/05/2017;96.199;96.628
XS1612543394;GE 2 ⅛ 05/17/37;EUR;86.32;GENERAL ELECTRIC CO;Industrial;17/05/2037;2.125;A-;5.11829E-06;560230000;Y;17/02/2037;Sr Unsecured;1;FIXED;17/05/2018;17/05/2036;17/05/2017;85.881;86.758
DE000A19HCX8;JABHOL 2 05/18/28;EUR;98.53287;JAB HOLDINGS BV;Financial;18/05/2028;2;BBB;0.004836786;750000000;N;;Sr Unsecured;1;FIXED;18/05/2018;18/05/2027;18/05/2017;98.435;98.631
XS1615079974;JPM 1.638 05/18/28;EUR;98.66029;JPMORGAN CHASE & CO;Financial;18/05/2028;1.638;A+;0.0001373;2000000000;Y;18/05/2027;Sr Unsecured;1;VARIABLE;18/05/2018;18/02/2028;18/05/2017;98.574;98.747
XS1616411119;EOANGR 1 ⅝ 05/22/29;EUR;96.561;E.ON SE;Utilities;22/05/2029;1.625;BBB+;0.00010082;750000000;Y;22/02/2029;Sr Unsecured;1;FIXED;22/05/2018;22/05/2028;22/05/2017;96.418;96.703
XS1617845679;IBM 1 ½ 05/23/29;EUR;95.97;IBM CORP;Technology;23/05/2029;1.5;A-;1.97547E-05;1000000000;N;;Sr Unsecured;1;FIXED;23/05/2018;23/05/2028;23/05/2017;95.849;96.091
XS1617830721;WFC 1 ½ 05/24/27;EUR;98.51617;WELLS FARGO & COMPANY;Financial;24/05/2027;1.5;A;0.000286223;1500000000;N;;Sr Unsecured;1;FIXED;24/05/2018;24/05/2026;24/05/2017;98.45;98.582
XS1619312686;AAPL 1 ⅜ 05/24/29;EUR;96.173;APPLE INC;Technology;24/05/2029;1.375;AA+;1.07934E-06;1250000000;Y;24/02/2029;Sr Unsecured;1;FIXED;24/05/2018;24/05/2028;24/05/2017;96.007;96.339
XS1617831026;BFCM 1 ¼ 05/26/27;EUR;98.171;BANQUE FED CRED MUTUEL;Financial;26/05/2027;1.25;A+;1.08678E-05;1300000000;N;;Sr Preferred;1;FIXED;26/05/2018;26/05/2026;26/05/2017;98.111;98.231
